ciudad;conglomerado;panelm;vivienda;hogar;periodo;mes;id_vivienda;id_consumo;Fecha;Id_persona;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5004;99;6;1;2019;7;1675;201950049961;7/1/2019;2019750049961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5004;99;7;1;2019;7;1676;201950049971;7/1/2019;2019750049971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5101;99;1;1;2019;3;1677;201951019911;3/1/2019;2019351019911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5101;99;2;1;2019;3;1678;201951019921;3/1/2019;2019351019921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5101;99;3;1;2019;3;1679;201951019931;3/1/2019;2019351019931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5101;99;4;1;2019;3;1680;201951019941;3/1/2019;2019351019941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5101;99;5;1;2019;3;1681;201951019951;3/1/2019;2019351019951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5101;99;6;1;2019;3;1682;201951019961;3/1/2019;2019351019961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5101;99;7;1;2019;3;1683;201951019971;3/1/2019;2019351019971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5503;99;1;1;2019;9;1684;201955039911;9/1/2019;2019955039911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5503;99;2;1;2019;9;1685;201955039921;9/1/2019;2019955039921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5503;99;3;1;2019;9;1686;201955039931;9/1/2019;2019955039931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5503;99;4;1;2019;9;1687;201955039941;9/1/2019;2019955039941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5503;99;5;1;2019;9;1688;201955039951;9/1/2019;2019955039951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5503;99;6;1;2019;9;1689;201955039961;9/1/2019;2019955039961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;5503;99;7;1;2019;9;1690;201955039971;9/1/2019;2019955039971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6004;99;1;1;2019;12;1691;201960049911;12/1/2019;20191260049911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6004;99;2;1;2019;12;1692;201960049921;12/1/2019;20191260049921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6004;99;3;1;2019;12;1693;201960049931;12/1/2019;20191260049931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6004;99;4;1;2019;12;1694;201960049941;12/1/2019;20191260049941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6004;99;5;1;2019;12;1695;201960049951;12/1/2019;20191260049951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6004;99;6;1;2019;12;1696;201960049961;12/1/2019;20191260049961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6004;99;7;1;2019;12;1697;201960049971;12/1/2019;20191260049971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6102;99;1;1;2019;4;1698;201961029911;4/1/2019;2019461029911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6102;99;2;1;2019;4;1699;201961029921;4/1/2019;2019461029921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6102;99;3;1;2019;4;1700;201961029931;4/1/2019;2019461029931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6102;99;4;1;2019;4;1701;201961029941;4/1/2019;2019461029941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6102;99;5;1;2019;4;1702;201961029951;4/1/2019;2019461029951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6102;99;6;1;2019;4;1703;201961029961;4/1/2019;2019461029961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6102;99;7;1;2019;4;1704;201961029971;4/1/2019;2019461029971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6304;99;1;1;2019;4;1705;201963049911;4/1/2019;2019463049911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6304;99;2;1;2019;4;1706;201963049921;4/1/2019;2019463049921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6304;99;3;1;2019;4;1707;201963049931;4/1/2019;2019463049931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6304;99;4;1;2019;4;1708;201963049941;4/1/2019;2019463049941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6304;99;5;1;2019;4;1709;201963049951;4/1/2019;2019463049951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6304;99;6;1;2019;4;1710;201963049961;4/1/2019;2019463049961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6304;99;7;1;2019;4;1711;201963049971;4/1/2019;2019463049971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6405;99;1;1;2019;4;1712;201964059911;4/1/2019;2019464059911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6405;99;2;1;2019;4;1713;201964059921;4/1/2019;2019464059921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6405;99;3;1;2019;4;1714;201964059931;4/1/2019;2019464059931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6405;99;4;1;2019;4;1715;201964059941;4/1/2019;2019464059941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6405;99;5;1;2019;4;1716;201964059951;4/1/2019;2019464059951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6405;99;6;1;2019;4;1717;201964059961;4/1/2019;2019464059961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6405;99;7;1;2019;4;1718;201964059971;4/1/2019;2019464059971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6408;99;1;1;2019;8;1719;201964089911;8/1/2019;2019864089911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6408;99;2;1;2019;8;1720;201964089921;8/1/2019;2019864089921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6408;99;3;1;2019;8;1721;201964089931;8/1/2019;2019864089931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6408;99;4;1;2019;8;1722;201964089941;8/1/2019;2019864089941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6408;99;5;1;2019;8;1723;201964089951;8/1/2019;2019864089951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6408;99;6;1;2019;8;1724;201964089961;8/1/2019;2019864089961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;6408;99;7;1;2019;8;1725;201964089971;8/1/2019;2019864089971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900101;99;1;1;2019;9;1740;20199001019911;9/1/2019;201999001019911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900101;99;2;1;2019;9;1741;20199001019921;9/1/2019;201999001019921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900101;99;3;1;2019;9;1742;20199001019931;9/1/2019;201999001019931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900101;99;5;1;2019;9;1743;20199001019951;9/1/2019;201999001019951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900101;99;6;1;2019;9;1744;20199001019961;9/1/2019;201999001019961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900101;99;7;1;2019;9;1745;20199001019971;9/1/2019;201999001019971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900101;99;8;1;2019;9;1746;20199001019981;9/1/2019;201999001019981;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900201;99;1;1;2019;2;1747;20199002019911;2/1/2019;201929002019911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900201;99;2;1;2019;2;1748;20199002019921;2/1/2019;201929002019921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900201;99;3;1;2019;2;1749;20199002019931;2/1/2019;201929002019931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900201;99;4;1;2019;2;1750;20199002019941;2/1/2019;201929002019941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900201;99;5;1;2019;2;1751;20199002019951;2/1/2019;201929002019951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900201;99;6;1;2019;2;1752;20199002019961;2/1/2019;201929002019961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900201;99;7;1;2019;2;1753;20199002019971;2/1/2019;201929002019971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900202;99;1;1;2019;3;1754;20199002029911;3/1/2019;201939002029911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900202;99;2;1;2019;3;1755;20199002029921;3/1/2019;201939002029921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900202;99;3;1;2019;3;1756;20199002029931;3/1/2019;201939002029931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900202;99;4;1;2019;3;1757;20199002029941;3/1/2019;201939002029941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900202;99;5;1;2019;3;1758;20199002029951;3/1/2019;201939002029951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900202;99;6;1;2019;3;1759;20199002029961;3/1/2019;201939002029961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900202;99;7;1;2019;3;1760;20199002029971;3/1/2019;201939002029971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;99;2;1;2019;9;1761;20199003019921;9/1/2019;201999003019921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;99;3;1;2019;9;1762;20199003019931;9/1/2019;201999003019931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;99;4;1;2019;9;1763;20199003019941;9/1/2019;201999003019941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;99;5;1;2019;9;1764;20199003019951;9/1/2019;201999003019951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;99;6;1;2019;9;1765;20199003019961;9/1/2019;201999003019961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;99;7;1;2019;9;1766;20199003019971;9/1/2019;201999003019971;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;99;9;1;2019;9;1767;20199003019991;9/1/2019;201999003019991;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900302;99;1;1;2019;3;1768;20199003029911;3/1/2019;201939003029911;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900302;99;2;1;2019;3;1769;20199003029921;3/1/2019;201939003029921;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900302;99;3;1;2019;3;1770;20199003029931;3/1/2019;201939003029931;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900302;99;4;1;2019;3;1771;20199003029941;3/1/2019;201939003029941;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900302;99;5;1;2019;3;1772;20199003029951;3/1/2019;201939003029951;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900302;99;6;1;2019;3;1773;20199003029961;3/1/2019;201939003029961;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900302;99;10;1;2019;3;1774;201990030299101;3/1/2019;2019390030299101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;1;1;2024;4;1006;202410053811;4/1/2024;2024410053811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;2;1;2024;4;1007;202410053821;4/1/2024;2024410053821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;3;1;2024;4;1008;202410053831;4/1/2024;2024410053831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;4;1;2024;4;1009;202410053841;4/1/2024;2024410053841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;5;1;2024;4;1010;202410053851;4/1/2024;2024410053851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;6;1;2024;4;1011;202410053861;4/1/2024;2024410053861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;7;1;2024;4;1012;202410053871;4/1/2024;2024410053871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;1;1;2024;4;1095;202433023811;4/1/2024;2024433023811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;2;1;2024;4;1096;202433023821;4/1/2024;2024433023821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;3;1;2024;4;1097;202433023831;4/1/2024;2024433023831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;4;1;2024;4;1098;202433023841;4/1/2024;2024433023841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;5;1;2024;4;1099;202433023851;4/1/2024;2024433023851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;6;1;2024;4;1100;202433023861;4/1/2024;2024433023861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;7;1;2024;4;1101;202433023871;4/1/2024;2024433023871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;1;1;2024;4;1117;202437043811;4/1/2024;2024437043811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;2;1;2024;4;1118;202437043821;4/1/2024;2024437043821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;3;1;2024;4;1119;202437043831;4/1/2024;2024437043831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;4;1;2024;4;1120;202437043841;4/1/2024;2024437043841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;5;1;2024;4;1121;202437043851;4/1/2024;2024437043851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;6;1;2024;4;1122;202437043861;4/1/2024;2024437043861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;7;1;2024;4;1123;202437043871;4/1/2024;2024437043871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;1;1;2024;4;1165;202470103811;4/1/2024;2024470103811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;2;1;2024;4;1166;202470103821;4/1/2024;2024470103821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;3;1;2024;4;1167;202470103831;4/1/2024;2024470103831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;4;1;2024;4;1168;202470103841;4/1/2024;2024470103841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;5;1;2024;4;1169;202470103851;4/1/2024;2024470103851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;6;1;2024;4;1170;202470103861;4/1/2024;2024470103861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;7;1;2024;4;1171;202470103871;4/1/2024;2024470103871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;1;1;2024;4;1188;20249003013811;4/1/2024;202449003013811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;2;1;2024;4;1189;20249003013821;4/1/2024;202449003013821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;3;1;2024;4;1190;20249003013831;4/1/2024;202449003013831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;6;1;2024;4;1191;20249003013861;4/1/2024;202449003013861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;7;1;2024;4;1192;20249003013871;4/1/2024;202449003013871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;1;1;2024;7;8676;202410053811;7/1/2024;2024710053811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;2;1;2024;7;8677;202410053821;7/1/2024;2024710053821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;3;1;2024;7;8678;202410053831;7/1/2024;2024710053831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;4;1;2024;7;8679;202410053841;7/1/2024;2024710053841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;5;1;2024;7;8680;202410053851;7/1/2024;2024710053851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;6;1;2024;7;8681;202410053861;7/1/2024;2024710053861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1005;38;7;1;2024;7;8682;202410053871;7/1/2024;2024710053871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;1;1;2024;7;8763;202433023811;7/1/2024;2024733023811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;2;1;2024;7;8764;202433023821;7/1/2024;2024733023821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;3;1;2024;7;8765;202433023831;7/1/2024;2024733023831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;4;1;2024;7;8766;202433023841;7/1/2024;2024733023841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;5;1;2024;7;8767;202433023851;7/1/2024;2024733023851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;7;1;2024;7;8768;202433023871;7/1/2024;2024733023871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3302;38;8;1;2024;7;8769;202433023881;7/1/2024;2024733023881;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;1;1;2024;7;8786;202437043811;7/1/2024;2024737043811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;2;1;2024;7;8787;202437043821;7/1/2024;2024737043821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;3;1;2024;7;8788;202437043831;7/1/2024;2024737043831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;4;1;2024;7;8789;202437043841;7/1/2024;2024737043841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;5;1;2024;7;8790;202437043851;7/1/2024;2024737043851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;6;1;2024;7;8791;202437043861;7/1/2024;2024737043861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;3704;38;7;1;2024;7;8792;202437043871;7/1/2024;2024737043871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;1;1;2024;7;8835;202470103811;7/1/2024;2024770103811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;2;1;2024;7;8836;202470103821;7/1/2024;2024770103821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;3;1;2024;7;8837;202470103831;7/1/2024;2024770103831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;4;1;2024;7;8838;202470103841;7/1/2024;2024770103841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;5;1;2024;7;8839;202470103851;7/1/2024;2024770103851;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;6;1;2024;7;8840;202470103861;7/1/2024;2024770103861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;7010;38;7;1;2024;7;8841;202470103871;7/1/2024;2024770103871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;1;1;2024;7;8858;20249003013811;7/1/2024;202479003013811;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;2;1;2024;7;8859;20249003013821;7/1/2024;202479003013821;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;3;1;2024;7;8860;20249003013831;7/1/2024;202479003013831;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;4;1;2024;7;8861;20249003013841;7/1/2024;202479003013841;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;6;1;2024;7;8862;20249003013861;7/1/2024;202479003013861;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;900301;38;7;1;2024;7;8863;20249003013871;7/1/2024;202479003013871;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;102;60;1;1;2024;6;1000;20241026011;6/1/2024;202461026011;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;102;60;2;1;2024;6;1001;20241026021;6/1/2024;202461026021;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;102;60;3;1;2024;6;1002;20241026031;6/1/2024;202461026031;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;102;60;4;1;2024;6;1003;20241026041;6/1/2024;202461026041;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;102;60;8;1;2024;6;1004;20241026081;6/1/2024;202461026081;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;102;60;10;1;2024;6;1005;202410260101;6/1/2024;2024610260101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1702;42;1;1;2024;6;1020;202417024211;6/1/2024;2024617024211;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1702;42;2;1;2024;6;1021;202417024221;6/1/2024;2024617024221;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1702;42;3;1;2024;6;1022;202417024231;6/1/2024;2024617024231;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
240150;1702;42;4;1;2024;6;1023;202417024241;6/1/2024;2024617024241;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
